Race,Coach,Location,Nation,Opponent,Tournament Name,Variant,Year,Date,Result,# Draws,# Games,# Losses,# Wins,Opponent TDs,T Ds,TDs Against,TDs For,TDs Net,Win %
Shambling Undead,xiete,Spain,Spain,aguss,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,1,0,1,1,100.0%
Amazon,javin23,Spain,Spain,pikaro9r,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,4,0,4,4,100.0%
Black Orc,ace_bb,Spain,Spain,Jevins,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,1,0,1,1,100.0%
High Elf,yoxcoco,Spain,Spain,Duke_Luthor_Von_Hawkfire,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,1,2,1,2,1,100.0%
Human,aguss,Spain,Spain,xiete,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,1,0,1,0,-1,0.0%
Tomb Kings,bululito,Spain,Spain,xusona,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,1,0,1,0,-1,0.0%
Chaos Chosen,Duke_Luthor_Von_Hawkfire,Spain,Spain,yoxcoco,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,2,1,2,1,-1,0.0%
Goblin,Jevins,Spain,Spain,ace_bb,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,1,0,1,0,-1,0.0%
Ogre,pikaro9r,Spain,Spain,javin23,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,4,0,4,0,-4,0.0%
Norse,bletos,Spain,Spain,Mime,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,1,0,1,1,100.0%
Amazon,Shirokov,Spain,Spain,sergio,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,1,3,1,3,2,100.0%
Underworld Denizens,SirMayans,Spain,Spain,periprocto,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,2,0,2,2,100.0%
Black Orc,barbancho,Spain,Spain,Alvar,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,1,2,1,2,1,100.0%
Necromantic Horror,Godzilla,Spain,Spain,indio,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,1,2,1,2,1,100.0%
Chaos Dwarf,maquinator,Spain,Spain,SirMayans,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,2,1,2,1,-1,0.0%
Norse,xusona,Spain,Spain,ace_bb,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,1,1,1,1,0,50.0%
Norse,bletos,Spain,Spain,Godzilla,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,1,1,1,1,0,50.0%
Orc,Mime,Spain,Spain,aguss,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,2,2,2,2,0,50.0%
Tomb Kings,bululito,Spain,Spain,Duke_Luthor_Von_Hawkfire,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,1,1,1,1,0,50.0%
Goblin,periprocto,Spain,Spain,Jevins,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,1,1,1,1,0,50.0%
Amazon,Shirokov,Spain,Spain,javin23,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,2,0,2,2,100.0%
Shambling Undead,xiete,Spain,Spain,indio,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,2,0,2,2,100.0%
Dwarf,sergio,Spain,Spain,pikaro9r,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,2,3,2,3,1,100.0%
High Elf,yoxcoco,Spain,Spain,barbancho,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,1,3,1,3,2,100.0%
Amazon,javin23,Spain,Spain,Shirokov,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,2,0,2,0,-2,0.0%
Black Orc,indio,Spain,Spain,xiete,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,2,0,2,0,-2,0.0%
Black Orc,barbancho,Spain,Spain,yoxcoco,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,3,1,3,1,-2,0.0%
Ogre,pikaro9r,Spain,Spain,sergio,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,3,2,3,2,-1,0.0%
Human,aguss,Spain,Spain,Mime,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,2,2,2,2,0,50.0%
Black Orc,ace_bb,Spain,Spain,xusona,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,1,1,1,1,0,50.0%
Chaos Chosen,Duke_Luthor_Von_Hawkfire,Spain,Spain,bululito,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,1,1,1,1,0,50.0%
Necromantic Horror,Godzilla,Spain,Spain,bletos,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,1,1,1,1,0,50.0%
Goblin,Jevins,Spain,Spain,periprocto,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,1,1,1,1,0,50.0%
Underworld Denizens,SirMayans,Spain,Spain,maquinator,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,1,2,1,2,1,100.0%
Shambling Undead,xiete,Spain,Spain,SirMayans,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,2,1,2,1,-1,0.0%
Black Orc,indio,Spain,Spain,pikaro9r,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,2,1,2,1,-1,0.0%
Ogre,Alvar,Spain,Spain,bletos,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,2,0,2,0,-2,0.0%
Norse,xusona,Spain,Spain,Godzilla,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,1,1,1,1,0,50.0%
High Elf,yoxcoco,Spain,Spain,Shirokov,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,1,1,1,1,0,50.0%
Chaos Dwarf,maquinator,Spain,Spain,ace_bb,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,1,0,1,1,100.0%
Dwarf,sergio,Spain,Spain,Mime,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,1,0,1,1,100.0%
Black Orc,barbancho,Spain,Spain,javin23,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,2,0,2,2,100.0%
Tomb Kings,bululito,Spain,Spain,periprocto,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,2,0,2,2,100.0%
Chaos Chosen,Duke_Luthor_Von_Hawkfire,Spain,Spain,Jevins,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,1,3,1,3,2,100.0%
Orc,Mime,Spain,Spain,sergio,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,1,0,1,0,-1,0.0%
Amazon,javin23,Spain,Spain,barbancho,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,2,0,2,0,-2,0.0%
Black Orc,ace_bb,Spain,Spain,maquinator,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,1,0,1,0,-1,0.0%
Goblin,periprocto,Spain,Spain,bululito,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,2,0,2,0,-2,0.0%
Goblin,Jevins,Spain,Spain,Duke_Luthor_Von_Hawkfire,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,3,1,3,1,-2,0.0%
Amazon,Shirokov,Spain,Spain,yoxcoco,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,1,1,1,1,0,50.0%
Necromantic Horror,Godzilla,Spain,Spain,xusona,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,1,1,1,1,0,50.0%
Norse,bletos,Spain,Spain,Alvar,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,2,0,2,2,100.0%
Underworld Denizens,SirMayans,Spain,Spain,xiete,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,1,2,1,2,1,100.0%
Ogre,pikaro9r,Spain,Spain,indio,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,1,2,1,2,1,100.0%
Black Orc,barbancho,Spain,Spain,Duke_Luthor_Von_Hawkfire,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,2,0,2,0,-2,0.0%
Underworld Denizens,SirMayans,Spain,Spain,Shirokov,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,2,0,2,0,-2,0.0%
Ogre,pikaro9r,Spain,Spain,Jevins,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,2,0,2,0,-2,0.0%
Dwarf,sergio,Spain,Spain,xusona,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,2,2,2,2,0,50.0%
Goblin,periprocto,Spain,Spain,indio,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,1,1,1,1,0,50.0%
Amazon,javin23,Spain,Spain,Mime,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,1,0,1,1,100.0%
Chaos Dwarf,maquinator,Spain,Spain,xiete,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,1,0,1,1,100.0%
Norse,bletos,Spain,Spain,yoxcoco,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,2,0,2,2,100.0%
Tomb Kings,bululito,Spain,Spain,Alvar,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,1,0,1,1,100.0%
Necromantic Horror,Godzilla,Spain,Spain,aguss,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,3,0,3,3,100.0%
Orc,Mime,Spain,Spain,javin23,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,1,0,1,0,-1,0.0%
Shambling Undead,xiete,Spain,Spain,maquinator,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,1,0,1,0,-1,0.0%
Human,aguss,Spain,Spain,Godzilla,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,3,0,3,0,-3,0.0%
High Elf,yoxcoco,Spain,Spain,bletos,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,2,0,2,0,-2,0.0%
Ogre,Alvar,Spain,Spain,bululito,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,L,,1,1,,1,0,1,0,-1,0.0%
Norse,xusona,Spain,Spain,sergio,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,2,2,2,2,0,50.0%
Black Orc,indio,Spain,Spain,periprocto,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,T,1,1,,,1,1,1,1,0,50.0%
Amazon,Shirokov,Spain,Spain,SirMayans,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,2,0,2,2,100.0%
Chaos Chosen,Duke_Luthor_Von_Hawkfire,Spain,Spain,barbancho,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,2,0,2,2,100.0%
Goblin,Jevins,Spain,Spain,pikaro9r,Madrid Bowl Reva Support,BB 2020,2021,1/30/2021,W,,1,,1,0,2,0,2,2,100.0%
Human,zaz,France,France,tulkas,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,L,,1,1,,3,2,3,2,-1,0.0%
Goblin,Starfish_Noob,France,,barta_starfish,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,L,,1,1,,2,1,2,1,-1,0.0%
Black Orc,CableSGC,Australia,Australia,almic85,Summer Scorcher 2021,BB 2020,2021,2/6/2021,L,,1,1,,1,0,1,0,-1,0.0%
Imperial Nobility,Chopper,Australia,Australia,Big-A,Summer Scorcher 2021,BB 2020,2021,2/6/2021,L,,1,1,,2,0,2,0,-2,0.0%
Goblin,ub3rleech,Australia,,Senexis,Summer Scorcher 2021,BB 2020,2021,2/6/2021,L,,1,1,,1,0,1,0,-1,0.0%
Chaos Dwarf,Sebco,France,France,Quizz,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,T,1,1,,,1,1,1,1,0,50.0%
Snotling,SumBloke,Australia,Australia,tribalsinner,Summer Scorcher 2021,BB 2020,2021,2/6/2021,T,1,1,,,1,1,1,1,0,50.0%
Nurgle,Jojo_starfish,France,France,Buldogr,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,W,,1,,1,1,2,1,2,1,100.0%
Skaven,Buldogr,France,France,Jojo_starfish,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,L,,1,1,,2,1,2,1,-1,0.0%
Dark Elf,Quizz,France,France,Sebco,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,T,1,1,,,1,1,1,1,0,50.0%
Snotling,tribalsinner,Australia,Australia,SumBloke,Summer Scorcher 2021,BB 2020,2021,2/6/2021,T,1,1,,,1,1,1,1,0,50.0%
Necromantic Horror,barta_starfish,France,France,Starfish_Noob,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,W,,1,,1,1,2,1,2,1,100.0%
Underworld Denizens,tulkas,France,France,zaz,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,W,,1,,1,2,3,2,3,1,100.0%
Chaos Dwarf,Senexis,Australia,Australia,ub3rleech,Summer Scorcher 2021,BB 2020,2021,2/6/2021,W,,1,,1,0,1,0,1,1,100.0%
Black Orc,almic85,Australia,Australia,CableSGC,Summer Scorcher 2021,BB 2020,2021,2/6/2021,W,,1,,1,0,1,0,1,1,100.0%
Tomb Kings,Big-A,Australia,Switzerland,Chopper,Summer Scorcher 2021,BB 2020,2021,2/6/2021,W,,1,,1,0,2,0,2,2,100.0%
Black Orc,CableSGC,Australia,Australia,tribalsinner,Summer Scorcher 2021,BB 2020,2021,2/6/2021,L,,1,1,,2,0,2,0,-2,0.0%
Chaos Dwarf,Senexis,Australia,Australia,Big-A,Summer Scorcher 2021,BB 2020,2021,2/6/2021,T,1,1,,,0,0,0,0,0,50.0%
Imperial Nobility,Chopper,Australia,Australia,ub3rleech,Summer Scorcher 2021,BB 2020,2021,2/6/2021,W,,1,,1,0,3,0,3,3,100.0%
Snotling,SumBloke,Australia,Australia,almic85,Summer Scorcher 2021,BB 2020,2021,2/6/2021,W,,1,,1,0,1,0,1,1,100.0%
Black Orc,almic85,Australia,Australia,SumBloke,Summer Scorcher 2021,BB 2020,2021,2/6/2021,L,,1,1,,1,0,1,0,-1,0.0%
Goblin,ub3rleech,Australia,,Chopper,Summer Scorcher 2021,BB 2020,2021,2/6/2021,L,,1,1,,3,0,3,0,-3,0.0%
Tomb Kings,Big-A,Australia,Switzerland,Senexis,Summer Scorcher 2021,BB 2020,2021,2/6/2021,T,1,1,,,0,0,0,0,0,50.0%
Snotling,tribalsinner,Australia,Australia,CableSGC,Summer Scorcher 2021,BB 2020,2021,2/6/2021,W,,1,,1,0,2,0,2,2,100.0%
Human,zaz,France,France,Quizz,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,L,,1,1,,3,2,3,2,-1,0.0%
Necromantic Horror,barta_starfish,France,France,Jojo_starfish,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,T,1,1,,,0,0,0,0,0,50.0%
Chaos Dwarf,Sebco,France,France,tulkas,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,W,,1,,1,1,2,1,2,1,100.0%
Skaven,Buldogr,France,France,Starfish_Noob,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,W,,1,,1,1,3,1,3,2,100.0%
Underworld Denizens,tulkas,France,France,Sebco,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,L,,1,1,,2,1,2,1,-1,0.0%
Goblin,Starfish_Noob,France,,Buldogr,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,L,,1,1,,3,1,3,1,-2,0.0%
Nurgle,Jojo_starfish,France,France,barta_starfish,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,T,1,1,,,0,0,0,0,0,50.0%
Dark Elf,Quizz,France,France,zaz,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,W,,1,,1,2,3,2,3,1,100.0%
Goblin,ub3rleech,Australia,,CableSGC,Summer Scorcher 2021,BB 2020,2021,2/6/2021,L,,1,1,,1,0,1,0,-1,0.0%
Snotling,SumBloke,Australia,Australia,Big-A,Summer Scorcher 2021,BB 2020,2021,2/6/2021,L,,1,1,,3,1,3,1,-2,0.0%
Chaos Dwarf,Senexis,Australia,Australia,tribalsinner,Summer Scorcher 2021,BB 2020,2021,2/6/2021,T,1,1,,,2,2,2,2,0,50.0%
Black Orc,almic85,Australia,Australia,Chopper,Summer Scorcher 2021,BB 2020,2021,2/6/2021,T,1,1,,,1,1,1,1,0,50.0%
Imperial Nobility,Chopper,Australia,Australia,almic85,Summer Scorcher 2021,BB 2020,2021,2/6/2021,T,1,1,,,1,1,1,1,0,50.0%
Snotling,tribalsinner,Australia,Australia,Senexis,Summer Scorcher 2021,BB 2020,2021,2/6/2021,T,1,1,,,2,2,2,2,0,50.0%
Black Orc,CableSGC,Australia,Australia,ub3rleech,Summer Scorcher 2021,BB 2020,2021,2/6/2021,W,,1,,1,0,1,0,1,1,100.0%
Tomb Kings,Big-A,Australia,Switzerland,SumBloke,Summer Scorcher 2021,BB 2020,2021,2/6/2021,W,,1,,1,1,3,1,3,2,100.0%
Skaven,Buldogr,France,France,tulkas,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,W,,1,,1,1,4,1,4,3,100.0%
Nurgle,Jojo_starfish,France,France,Sebco,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,W,,1,,1,0,1,0,1,1,100.0%
Necromantic Horror,barta_starfish,France,France,Quizz,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,W,,1,,1,0,2,0,2,2,100.0%
Goblin,Starfish_Noob,France,,zaz,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,W,,1,,1,1,2,1,2,1,100.0%
Chaos Dwarf,Sebco,France,France,Jojo_starfish,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,L,,1,1,,1,0,1,0,-1,0.0%
Dark Elf,Quizz,France,France,barta_starfish,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,L,,1,1,,2,0,2,0,-2,0.0%
Human,zaz,France,France,Starfish_Noob,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,L,,1,1,,2,1,2,1,-1,0.0%
Underworld Denizens,tulkas,France,France,Buldogr,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/6/2021,L,,1,1,,4,1,4,1,-3,0.0%
Skaven,Buldogr,France,France,barta_starfish,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/7/2021,L,,1,1,,2,0,2,0,-2,0.0%
Human,zaz,France,France,Sebco,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/7/2021,L,,1,1,,2,1,2,1,-1,0.0%
Goblin,Starfish_Noob,France,,tulkas,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/7/2021,L,,1,1,,2,1,2,1,-1,0.0%
Dark Elf,Quizz,France,France,Jojo_starfish,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/7/2021,W,,1,,1,0,1,0,1,1,100.0%
Nurgle,Jojo_starfish,France,France,Quizz,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/7/2021,L,,1,1,,1,0,1,0,-1,0.0%
Chaos Dwarf,Sebco,France,France,zaz,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/7/2021,W,,1,,1,1,2,1,2,1,100.0%
Necromantic Horror,barta_starfish,France,France,Buldogr,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/7/2021,W,,1,,1,0,2,0,2,2,100.0%
Underworld Denizens,tulkas,France,France,Starfish_Noob,Bowl des Neiges XVIII Orgas&me ̩dition,BB 2020,2021,2/7/2021,W,,1,,1,1,2,1,2,1,100.0%
Shambling Undead,bululito,Spain,Spain,adrianeden,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,1,0,1,1,100.0%
Shambling Undead,C.Hamming,Spain,Spain,skaripense,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,1,0,1,1,100.0%
Amazon,donpimpon,Spain,Spain,jaruib,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,2,0,2,2,100.0%
Amazon,donpimpon,Spain,Spain,gangcha,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,2,0,2,2,100.0%
Chaos Dwarf,lupentercios,Spain,,Zelda,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,2,0,2,2,100.0%
Chaos Dwarf,eu4ico,Spain,Spain,Harec,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,2,0,2,2,100.0%
Dark Elf,BlapyMetal,Spain,Spain,Yorch,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,2,0,2,2,100.0%
Dark Elf,BlapyMetal,Spain,Spain,lupentercios,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,2,0,2,2,100.0%
Dark Elf,aguss,Spain,Spain,eu4ico,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,2,0,2,2,100.0%
Dwarf,Emi_-13-_,Spain,Spain,tharsis,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,2,0,2,2,100.0%
Dwarf,bletos,Spain,Spain,maquinator,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,2,0,2,2,100.0%
Orc,glukosidiko,Spain,,gabillas,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,2,0,2,2,100.0%
Dwarf,javin23,Spain,Spain,tharsis,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,1,2,1,2,1,100.0%
Dwarf,bletos,Spain,Spain,APOSTOL_DEL_GAS,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,1,2,1,2,1,100.0%
Lizardmen,shanba,Germany,,felix11_59,Berlin Open 2021,BB 2020,2021,12/12/2021,W,,1,,1,1,2,1,2,1,100.0%
Orc,srpepe,Spain,Spain,varagh,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,1,2,1,2,1,100.0%
Chaos Dwarf,abaddon,Spain,Spain,_david_,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,3,0,3,3,100.0%
Dwarf,Stimme,Germany,Germany,major_grooves,Berlin Open 2021,BB 2020,2021,12/12/2021,W,,1,,1,0,3,0,3,3,100.0%
Norse,deivysp,Spain,Spain,i-wummi,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,3,0,3,3,100.0%
Dwarf,Emi_-13-_,Spain,Spain,corveus,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,1,3,1,3,2,100.0%
Dark Elf,aguss,Spain,Spain,jocky,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,2,3,2,3,1,100.0%
Skaven,jocky,Spain,Spain,mengu,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,2,3,2,3,1,100.0%
Chaos Dwarf,abaddon,Spain,Spain,Lord_buba,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,4,0,4,4,100.0%
Black Orc,Godzilla,Spain,Spain,BlapyMetal,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,1,0,1,1,100.0%
Chaos Renegade,LORD_ARIOCH,Spain,Spain,Mime,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,1,0,1,1,100.0%
Imperial Nobility,stelacero,Spain,Spain,Chemical_gnr,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,1,0,1,1,100.0%
Necromantic Horror,Macabeo,Spain,Spain,i-wummi,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,1,0,1,1,100.0%
Tomb Kings,gangcha,Spain,Spain,barbancho,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,1,0,1,1,100.0%
Imperial Nobility,stelacero,Spain,Spain,Dr_Mckey,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,2,0,2,2,100.0%
Necromantic Horror,zzking,Spain,Spain,Harec,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,2,0,2,2,100.0%
Black Orc,Donkilokao,Spain,,maquinator,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,1,2,1,2,1,100.0%
Chaos Renegade,calltroop,Spain,Spain,mengu,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,1,2,1,2,1,100.0%
Daemons of Khorne,xiete,Spain,Spain,barbancho,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,1,2,1,2,1,100.0%
Elf Union,Thibault,Spain,Spain,zzking,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,1,2,1,2,1,100.0%
Necromantic Horror,Macabeo,Spain,Spain,C.Hamming,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,1,2,1,2,1,100.0%
Slann,Karrashantemi,Spain,Spain,gangcha,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,1,2,1,2,1,100.0%
Vampire,LexusD,Germany,,BigBlackBud,Berlin Open 2021,BB 2020,2021,12/12/2021,W,,1,,1,1,2,1,2,1,100.0%
Slann,adrianeden,Spain,,Donkilokao,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,1,4,1,4,3,100.0%
Goblin,hanniball,Germany,Germany,FB_Titel17,Berlin Open 2021,BB 2020,2021,12/12/2021,W,,1,,1,0,2,0,2,2,100.0%
Snotling,varagh,Spain,Spain,_david_,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,3,0,3,3,100.0%
Snotling,flado,Spain,,Chemical_gnr,Pedriza Bowl 2,BB 2020,2021,12/12/2021,W,,1,,1,0,3,0,3,3,100.0%
Amazon,donpimpon,Spain,Spain,Panzer68,Pedriza Bowl 2,BB 2020,2021,12/12/2021,L,,1,1,,1,0,1,0,-1,0.0%
Amazon,i-wummi,Spain,Spain,Macabeo,Pedriza Bowl 2,BB 2020,2021,12/12/2021,L,,1,1,,1,0,1,0,-1,0.0%
Chaos Dwarf,eu4ico,Spain,Spain,totay,Pedriza Bowl 2,BB 2020,2021,12/12/2021,L,,1,1,,1,0,1,0,-1,0.0%
